City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
296,Xuddur,SO,2021-06-06 03:09:25,4.1213,43.8894,70.39,85,30,11.92
297,Bugulma,RU,2021-06-06 03:09:25,54.55,52.8,56.98,56,62,7.63
298,Saskylakh,RU,2021-06-06 03:09:25,71.9167,114.0833,43.27,49,82,10.92
299,Orchard Homes,US,2021-06-06 03:06:11,46.8633,-114.0484,62.74,29,1,18.41
300,Yarada,IN,2021-06-06 03:09:26,17.65,83.2667,89.92,66,20,12.55
301,Jieshi,CN,2021-06-06 03:09:26,22.8134,115.8257,82.35,75,49,5.5
302,College,US,2021-06-06 03:09:27,64.8569,-147.8028,72.59,40,75,10.36
303,Naryan-Mar,RU,2021-06-06 03:09:27,67.6713,53.087,41.31,58,33,15.77
304,Lipin Bor,RU,2021-06-06 03:09:27,60.2622,37.9763,57.43,75,1,1.59
305,Sinegorye,RU,2021-06-06 03:09:27,62.0788,150.477,58.6,46,19,12.91
306,Homer,US,2021-06-06 03:09:28,59.6425,-151.5483,69.08,71,1,11.5
307,Lakatoro,VU,2021-06-06 03:09:28,-16.0999,167.4164,79.63,74,86,6.78
308,Oranjemund,NA,2021-06-06 03:09:28,-28.55,16.4333,64.62,34,0,19.06
309,Los Llanos De Aridane,ES,2021-06-06 03:09:29,28.6585,-17.9182,62.35,80,40,13.89
310,Qeshm,IR,2021-06-06 03:09:29,26.9581,56.2719,89.47,86,25,21.21
311,Kalawit,PH,2021-06-06 03:09:29,8.0667,122.5167,77.74,87,100,3.02
312,Lokoja,NG,2021-06-06 03:09:30,7.8024,6.743,73.85,96,74,2.68
313,Durusu,TR,2021-06-06 03:09:30,41.3053,28.6767,60.98,71,1,1.99
314,Kiama,AU,2021-06-06 03:09:30,-34.6833,150.8667,68.38,44,5,2.13
315,West Wendover,US,2021-06-06 03:09:31,40.7391,-114.0733,87.01,8,1,14.97
316,Havoysund,NO,2021-06-06 03:09:31,70.9963,24.6622,41.88,79,8,17.96
317,Polillo,PH,2021-06-06 03:09:31,14.7122,121.9392,90.84,56,100,3.69
318,Diego De Almagro,CL,2021-06-06 03:09:32,-26.3667,-70.05,55.85,63,0,0.18
319,Neiafu,TO,2021-06-06 03:09:32,-18.65,-173.9833,77.68,69,20,10.36
320,Ponta Do Sol,PT,2021-06-06 03:09:32,32.6667,-17.1,67.01,75,55,5.01
321,Fortuna,US,2021-06-06 03:09:33,40.5982,-124.1573,62.19,70,1,5.99
322,Lotofaga,WS,2021-06-06 03:09:33,-13.9764,-171.8578,87.58,77,36,9.55
323,Shigony,RU,2021-06-06 03:09:33,53.3875,48.6777,56.79,86,85,5.44
324,Hof,DE,2021-06-06 03:08:50,50.3167,11.9167,60.46,91,100,3.0
325,Burnie,AU,2021-06-06 03:09:34,-41.0667,145.9167,53.65,76,100,10.49
326,Hue,VN,2021-06-06 03:09:34,16.4667,107.6,89.71,58,40,3.18
327,Rosetta,EG,2021-06-06 03:09:34,31.4044,30.4164,69.35,66,0,14.14
328,Tortoli,IT,2021-06-06 03:09:35,39.9256,9.6572,68.99,79,99,0.72
329,Castro Marim,PT,2021-06-06 03:09:35,37.2207,-7.4435,64.38,58,0,7.87
330,Waipawa,NZ,2021-06-06 03:09:35,-41.4122,175.5153,60.03,78,100,3.29
331,Severo-Kurilsk,RU,2021-06-06 03:09:36,50.6789,156.125,46.71,89,69,8.19
332,Diamond Harbour,IN,2021-06-06 03:09:36,22.1917,88.1847,91.38,50,30,12.88
333,Progreso,MX,2021-06-06 03:09:36,21.2833,-89.6667,80.71,68,100,11.9
334,Weatherford,US,2021-06-06 03:06:40,32.7593,-97.7972,75.11,89,100,7.18
335,Polunochnoye,RU,2021-06-06 03:09:37,60.8697,60.4153,69.75,40,49,9.24
336,Clemson,US,2021-06-06 03:07:27,34.6834,-82.8374,74.48,87,75,0.0
337,Ahipara,NZ,2021-06-06 03:09:37,-35.1667,173.1667,58.35,92,100,16.4
338,Galle,LK,2021-06-06 03:07:21,6.0367,80.217,82.6,78,91,10.56
339,Kontagora,NG,2021-06-06 03:09:37,10.3999,5.4695,75.54,76,93,3.98
340,Geraldton,AU,2021-06-06 03:09:38,-28.7667,114.6,68.13,55,0,7.83
341,Banda Aceh,ID,2021-06-06 03:09:38,5.5577,95.3222,84.18,70,63,11.61
342,Douglas,US,2021-06-06 03:09:38,41.3,-96.167,81.46,48,1,14.07
343,Mehamn,NO,2021-06-06 03:09:39,71.0357,27.8492,41.32,79,13,19.75
344,Rakovski,BG,2021-06-06 03:09:39,42.3,24.9667,55.06,81,1,1.66
345,Labuan,MY,2021-06-06 03:09:39,5.2767,115.2417,82.56,79,98,13.18
346,Turukhansk,RU,2021-06-06 03:09:40,65.8167,87.9833,32.31,85,100,14.32
347,Nouadhibou,MR,2021-06-06 03:05:54,20.931,-17.0347,65.86,80,29,20.54
348,Hamilton,US,2021-06-06 03:09:40,39.1834,-84.5333,74.25,76,1,4.16
349,Rio Grande,BR,2021-06-06 03:07:11,-32.035,-52.0986,57.94,95,100,9.22
350,Moerai,PF,2021-06-06 03:09:40,-22.4333,-151.3333,74.91,86,100,12.73
351,Lavrentiya,RU,2021-06-06 03:09:41,65.5833,-171.0,35.94,76,96,12.84
352,Cap Malheureux,MU,2021-06-06 03:09:41,-19.9842,57.6142,70.47,91,55,1.99
353,Adelaide,AU,2021-06-06 03:09:41,-34.9333,138.6,67.21,63,40,3.0
354,Ngunguru,NZ,2021-06-06 03:09:42,-35.6167,174.5,62.17,85,100,16.73
355,Davila,PH,2021-06-06 03:09:42,18.4726,120.5763,84.18,69,100,17.74
356,Pabna,BD,2021-06-06 03:09:42,24.0,89.25,94.46,48,87,10.27
357,Mackay,AU,2021-06-06 03:09:43,-21.15,149.2,73.69,67,73,14.45
358,Araouane,ML,2021-06-06 03:09:43,18.9048,-3.5265,94.14,8,58,8.32
359,Shasta Lake,US,2021-06-06 03:09:43,40.6804,-122.3708,90.32,18,73,7.34
360,Mercedes,AR,2021-06-06 03:09:44,-34.6515,-59.4307,49.86,68,0,7.25
361,San Patricio,US,2021-06-06 03:09:44,28.017,-97.5169,82.26,84,0,8.03
362,Ternate,ID,2021-06-06 03:09:44,0.8,127.4,84.65,72,95,5.82
363,Tura,IN,2021-06-06 03:09:45,25.5198,90.2201,82.47,74,28,4.45
364,Gurbanesti,RO,2021-06-06 03:09:45,44.3833,26.7,64.58,79,95,1.07
365,Lazaro Cardenas,MX,2021-06-06 03:09:45,17.9583,-102.2,81.93,76,48,4.0
366,Ziro,IN,2021-06-06 03:09:46,27.6333,93.8333,59.7,93,98,0.65
367,Florida,US,2021-06-06 03:08:09,28.7505,-82.5001,76.05,86,100,2.82
368,Fairbanks,US,2021-06-06 03:05:04,64.8378,-147.7164,72.61,42,79,1.99
369,Nizwa,OM,2021-06-06 03:07:47,22.9333,57.5333,94.46,23,0,2.86
370,Dmitrovsk-Orlovskiy,RU,2021-06-06 03:09:46,52.505,35.1464,51.33,97,61,7.65
371,Oxilithos,GR,2021-06-06 03:08:10,38.5833,24.1167,64.92,53,1,2.39
372,Lom Sak,TH,2021-06-06 03:09:47,16.7798,101.2422,86.36,61,100,5.77
373,Severomuysk,RU,2021-06-06 03:09:47,56.1481,113.4267,70.36,28,68,11.99
374,Berdigestyakh,RU,2021-06-06 03:09:47,62.0989,126.6992,51.96,58,100,6.2
375,Palana,RU,2021-06-06 03:09:47,59.1167,159.9667,43.83,85,100,5.32
376,Esperance,AU,2021-06-06 03:09:48,-33.8667,121.9,64.13,56,19,19.33
377,Yen Bai,VN,2021-06-06 03:09:48,21.7,104.8667,88.23,63,56,2.37
378,Mporokoso,ZM,2021-06-06 03:09:48,-9.3727,30.125,58.62,78,94,10.31
379,Kwekwe,ZW,2021-06-06 03:09:49,-18.9281,29.8149,44.29,91,42,8.9
380,Bowen,AU,2021-06-06 03:09:49,-20.0167,148.2333,71.46,60,86,15.66
381,Port Hardy,CA,2021-06-06 03:09:49,50.6996,-127.4199,51.44,74,98,9.06
382,Keffi,NG,2021-06-06 03:08:10,8.8486,7.8736,73.2,88,85,2.42
383,Marawi,PH,2021-06-06 03:09:50,7.9986,124.2928,75.65,83,98,4.54
384,Comodoro Rivadavia,AR,2021-06-06 03:08:26,-45.8667,-67.5,42.66,65,0,14.97
385,Ciudad Bolivar,VE,2021-06-06 03:09:50,8.1222,-63.5497,76.77,85,99,14.0
386,Kandrian,PG,2021-06-06 03:09:50,-6.2167,149.55,85.21,71,46,11.36
387,Alindao,CF,2021-06-06 03:09:51,5.0267,21.2088,68.11,98,100,0.67
388,Nakusp,CA,2021-06-06 03:09:51,50.2499,-117.8023,50.47,95,100,4.85
389,Burns Lake,CA,2021-06-06 03:09:51,54.2331,-125.7533,50.83,44,59,10.63
390,Marquette,US,2021-06-06 03:09:52,46.5333,-87.6335,71.04,78,71,5.77
391,Beringovskiy,RU,2021-06-06 03:09:52,63.05,179.3167,39.94,84,80,2.35
392,Porangatu,BR,2021-06-06 03:09:52,-13.4408,-49.1486,73.09,63,100,3.31
393,Kruisfontein,ZA,2021-06-06 03:09:53,-34.0033,24.7314,51.73,28,0,9.26
394,Ayr,GB,2021-06-06 03:09:53,55.4627,-4.6339,51.49,100,91,3.44
395,Barao De Melgaco,BR,2021-06-06 03:09:53,-16.1944,-55.9675,77.52,47,100,4.85
396,Lorengau,PG,2021-06-06 03:09:53,-2.0226,147.2712,80.11,84,100,9.62
397,Fukuma,JP,2021-06-06 03:09:54,33.7667,130.4667,81.28,61,100,2.64
398,Corning,US,2021-06-06 03:09:54,42.1428,-77.0547,71.24,82,1,4.16
399,Kavieng,PG,2021-06-06 03:09:55,-2.5744,150.7967,82.78,75,100,0.81
400,Katsuura,JP,2021-06-06 03:09:55,35.1333,140.3,69.91,93,100,3.51
401,Boras,SE,2021-06-06 03:09:56,57.721,12.9401,55.35,69,100,2.13
402,Praia,CV,2021-06-06 03:09:56,14.9215,-23.5087,73.94,68,0,21.85
403,Marfino,RU,2021-06-06 03:09:56,55.7028,37.3822,60.75,77,0,6.73
404,Codrington,AU,2021-06-06 03:09:57,-38.2667,141.9667,60.39,79,100,16.17
405,Clayton,US,2021-06-06 03:09:57,33.5335,-84.3666,76.44,88,90,5.17
406,Cabedelo,BR,2021-06-06 03:09:57,-6.9811,-34.8339,75.87,87,94,9.91
407,Nelson Bay,AU,2021-06-06 03:07:18,-32.7167,152.15,63.77,55,0,1.99
408,Haines Junction,CA,2021-06-06 03:09:58,60.7522,-137.5108,55.9,54,97,4.43
409,Acarau,BR,2021-06-06 03:09:58,-2.8856,-40.12,76.24,86,0,10.71
410,Along,IN,2021-06-06 03:09:59,28.1667,94.7667,76.21,86,96,1.41
411,Barcelos,PT,2021-06-06 03:09:59,41.5388,-8.6151,60.91,82,0,2.26
412,Belaya Gora,RU,2021-06-06 03:09:59,68.5333,146.4167,53.24,52,100,26.51
413,Collie,AU,2021-06-06 03:10:00,-33.3667,116.15,57.97,96,100,3.96
414,Diu,IN,2021-06-06 03:10:00,20.7141,70.9822,86.7,57,12,7.05
415,Nyimba,ZM,2021-06-06 03:10:01,-14.5566,30.8149,60.13,61,100,8.95
416,Makurdi,NG,2021-06-06 03:08:10,7.7411,8.5121,75.0,89,100,4.38
417,Sorland,NO,2021-06-06 03:10:01,67.667,12.6934,50.49,85,9,9.44
418,Miyazu,JP,2021-06-06 03:10:01,35.5333,135.1833,77.32,50,97,2.53
419,Palmer,US,2021-06-06 03:10:02,42.1584,-72.3287,77.45,75,75,5.28
420,Gangapur,IN,2021-06-06 03:10:03,26.4833,76.7167,93.96,32,25,3.18
421,Kavaratti,IN,2021-06-06 03:07:00,10.5669,72.642,82.87,76,100,13.96
422,Krasnorechenskiy,RU,2021-06-06 03:10:04,44.6265,135.3532,59.41,73,91,8.99
423,Sjovegan,NO,2021-06-06 03:10:04,68.8726,17.8474,55.2,70,35,1.99
424,Alibag,IN,2021-06-06 03:10:04,18.6411,72.8792,82.47,72,95,4.99
425,Tupik,RU,2021-06-06 03:10:05,54.4253,119.9327,77.02,35,45,9.1
426,Houma,US,2021-06-06 03:10:01,29.5958,-90.7195,78.01,87,75,12.66
427,Kawalu,ID,2021-06-06 03:10:05,-7.3817,108.2082,85.98,57,25,2.98
428,Ellensburg,US,2021-06-06 03:08:21,46.9965,-120.5479,58.64,55,20,8.01
429,Carutapera,BR,2021-06-06 03:10:06,-1.195,-46.02,75.36,90,81,3.89
430,Sadove,UA,2021-06-06 03:10:06,46.2487,30.1795,58.96,92,100,9.26
431,Ouadda,CF,2021-06-06 03:10:06,8.0777,22.4007,65.1,93,100,4.38
432,Iguai,BR,2021-06-06 03:10:07,-14.7564,-40.0892,64.33,97,69,3.65
433,Labuhan,ID,2021-06-06 03:10:07,-6.8844,112.2051,86.02,65,10,3.89
434,Rio Gallegos,AR,2021-06-06 03:10:07,-51.6226,-69.2181,33.85,75,90,6.91
435,Prince Rupert,CA,2021-06-06 03:10:07,54.3161,-130.3201,47.19,90,100,7.83
436,Bilma,NE,2021-06-06 03:10:08,18.6853,12.9164,90.77,17,100,8.66
437,Halifax,CA,2021-06-06 03:09:38,44.6453,-63.5724,54.34,73,100,11.63
438,Smiltene,LV,2021-06-06 03:10:08,57.4244,25.9016,55.8,85,84,3.56
439,Selma,US,2021-06-06 03:06:10,36.5708,-119.6121,93.25,31,55,10.67
440,Boda,CF,2021-06-06 03:10:09,4.3189,17.4695,67.71,97,100,1.54
441,Truro,GB,2021-06-06 03:10:09,50.2653,-5.0544,57.96,100,90,2.39
442,Sungaipenuh,ID,2021-06-06 03:10:09,-2.0833,101.3833,76.87,64,26,3.51
443,Bend,US,2021-06-06 03:06:25,44.0582,-121.3153,56.48,45,1,1.01
444,Baie-Saint-Paul,CA,2021-06-06 03:10:10,47.4411,-70.4986,64.98,91,69,3.0
445,Fuldatal,DE,2021-06-06 03:10:10,51.3833,9.5667,64.99,99,100,5.66
446,Linxia,CN,2021-06-06 03:10:10,35.6003,103.2064,73.18,25,100,6.26
447,Egvekinot,RU,2021-06-06 03:10:11,66.3167,-179.1667,39.78,65,52,1.99
448,Ust-Maya,RU,2021-06-06 03:10:11,60.4167,134.5333,78.64,36,87,5.1
449,Kumluca,TR,2021-06-06 03:10:11,36.3703,30.2869,69.21,37,0,7.27
450,Sao Joao Da Ponte,BR,2021-06-06 03:10:11,-15.9292,-44.0078,69.01,64,100,6.4
451,San Cristobal,VE,2021-06-06 03:10:12,7.7669,-72.225,66.7,99,100,2.75
452,Tera,NE,2021-06-06 03:10:12,14.0078,0.7531,88.86,37,22,7.58
453,Maarianhamina,AX,2021-06-06 03:10:12,60.0973,19.9348,46.26,93,0,1.14
454,Juba,SS,2021-06-06 03:10:13,4.8517,31.5825,69.76,96,94,3.2
455,Skibbereen,IE,2021-06-06 03:10:13,51.55,-9.2667,53.4,89,3,4.07
456,Kangaatsiaq,GL,2021-06-06 03:10:13,68.3065,-53.4641,37.9,93,100,13.6
457,Soyo,AO,2021-06-06 03:10:14,-6.1349,12.3689,75.96,91,50,7.09
458,Tabou,CI,2021-06-06 03:10:14,4.423,-7.3528,77.4,90,78,4.54
459,Asilah,MA,2021-06-06 03:10:14,35.465,-6.0348,67.96,89,0,5.84
460,Santa Maria Da Boa Vista,BR,2021-06-06 03:10:15,-8.8078,-39.8256,70.86,84,54,15.08
461,Hot Springs,US,2021-06-06 03:10:15,34.5037,-93.0552,72.72,93,100,1.01
462,Troitsk,RU,2021-06-06 03:10:15,54.0979,61.5773,59.86,50,57,3.33
463,Leonidovo,RU,2021-06-06 03:10:15,49.2833,142.8667,57.47,66,99,2.8
464,Richards Bay,ZA,2021-06-06 03:07:43,-28.783,32.0377,61.27,83,98,1.97
465,Samarai,PG,2021-06-06 03:10:16,-10.6167,150.6667,79.3,84,88,16.75
466,Vanavara,RU,2021-06-06 03:10:16,60.34,102.2797,58.21,30,34,14.88
467,Sibolga,ID,2021-06-06 03:07:24,1.7427,98.7792,84.33,53,87,0.83
468,Henties Bay,NA,2021-06-06 03:10:17,-22.116,14.2845,75.85,27,0,27.67
469,Vardo,NO,2021-06-06 03:10:17,70.3705,31.1107,41.65,75,39,14.74
470,Irosin,PH,2021-06-06 03:10:17,12.75,124.0333,81.03,73,100,4.61
471,Ames,US,2021-06-06 03:10:18,42.0347,-93.6199,81.32,47,1,11.5
472,Chengzihe,CN,2021-06-06 03:10:18,45.3333,131.0667,65.84,61,84,9.53
473,Talara,PE,2021-06-06 03:10:18,-4.5772,-81.2719,67.26,87,99,13.4
474,Iwanai,JP,2021-06-06 03:10:18,42.9744,140.5089,73.4,55,1,11.1
475,Abu Dhabi,AE,2021-06-06 03:10:19,24.4667,54.3667,87.82,79,0,6.44
476,Kasongo-Lunda,CD,2021-06-06 03:10:19,-6.4667,16.8167,65.43,55,1,2.19
477,Lufilufi,WS,2021-06-06 03:10:19,-13.8745,-171.5986,87.58,75,29,8.01
478,Sisimiut,GL,2021-06-06 03:10:20,66.9395,-53.6735,40.48,92,100,6.29
479,Pimenta Bueno,BR,2021-06-06 03:10:20,-11.6725,-61.1936,72.16,82,96,3.2
480,Taltal,CL,2021-06-06 03:10:20,-25.4,-70.4833,59.99,86,25,4.23
481,Kamaishi,JP,2021-06-06 03:10:21,39.2667,141.8833,73.56,56,74,11.7
482,Leon Valley,US,2021-06-06 03:10:21,29.4952,-98.6186,75.47,85,1,7.0
483,San Policarpo,PH,2021-06-06 03:10:21,12.1791,125.5072,83.64,76,74,4.56
484,Puri,IN,2021-06-06 03:10:22,19.8,85.85,90.12,75,6,20.22
485,Huarmey,PE,2021-06-06 03:10:22,-10.0681,-78.1522,64.8,85,35,8.52
486,Taoudenni,ML,2021-06-06 03:10:22,22.6783,-3.9836,96.6,17,88,19.55
487,Pandan,PH,2021-06-06 03:10:22,14.0453,124.1694,85.59,73,100,1.52
488,Adrar,MR,2021-06-06 03:07:57,20.5022,-10.0711,87.78,12,11,21.32
489,Lichuan,CN,2021-06-06 03:10:23,30.3,108.85,80.33,32,73,2.39
490,Beloha,MG,2021-06-06 03:08:27,-25.1667,45.05,57.79,81,0,5.77
491,San Joaquin,US,2021-06-06 03:10:23,37.9333,-121.3011,88.68,32,1,12.66
492,Peleduy,RU,2021-06-06 03:10:24,59.6289,112.7406,48.94,93,100,5.35
493,Acari,PE,2021-06-06 03:10:24,-15.4311,-74.6158,65.16,77,33,2.24
494,Katima Mulilo,NA,2021-06-06 03:10:24,-17.5,24.2667,44.78,88,17,5.77
495,Udachnyy,RU,2021-06-06 03:10:25,66.4167,112.4,50.27,37,84,16.35
496,Coahuayana,MX,2021-06-06 03:10:25,18.7333,-103.6833,79.5,86,95,1.86
497,Poronaysk,RU,2021-06-06 03:10:25,49.2167,143.1167,51.42,79,99,6.55
498,Belmonte,BR,2021-06-06 03:10:26,-15.8631,-38.8828,73.9,88,50,7.87
499,Namtsy,RU,2021-06-06 03:10:26,62.7161,129.6658,59.11,50,99,8.79
500,Riohacha,CO,2021-06-06 03:07:30,11.5444,-72.9072,80.82,79,100,13.04
501,Ampanihy,MG,2021-06-06 03:10:26,-24.7,44.75,56.75,83,0,7.16
502,Eureka,US,2021-06-06 03:10:25,40.8021,-124.1637,60.67,75,100,10.0
503,Nuuk,GL,2021-06-06 03:07:52,64.1835,-51.7216,43.41,75,75,12.66
504,Mombetsu,JP,2021-06-06 03:10:27,44.3525,143.3525,69.39,48,0,3.06
505,Filingue,NE,2021-06-06 03:10:27,14.3521,3.3168,86.0,40,12,4.59
506,Kahului,US,2021-06-06 03:08:41,20.8947,-156.47,83.46,61,20,23.02
507,Pierre,US,2021-06-06 03:10:28,44.3683,-100.351,85.98,39,1,10.36
508,Northam,GB,2021-06-06 03:10:28,51.0333,-4.2167,58.33,96,100,4.23
509,Jibuti,DJ,2021-06-06 03:10:28,11.5,42.5,80.02,58,38,5.19
510,Marienburg,PL,2021-06-06 03:10:29,54.0359,19.0266,49.77,81,0,3.8
511,Ayaviri,PE,2021-06-06 03:10:29,-14.8864,-70.5889,41.31,52,61,2.13
512,Goderich,CA,2021-06-06 03:06:56,43.7501,-81.7165,76.21,87,9,12.93
513,Maracas,BR,2021-06-06 03:10:29,-13.4411,-40.4308,60.8,94,33,5.7
514,Cartagena Del Chaira,CO,2021-06-06 03:10:30,1.3349,-74.8429,72.03,98,97,1.68
515,Maceio,BR,2021-06-06 03:10:30,-9.6658,-35.7353,76.44,83,90,10.22
516,Jalu,LY,2021-06-06 03:10:30,29.0331,21.5482,69.1,42,0,7.9
517,Saint-Georges,GD,2021-06-06 03:10:31,12.0564,-61.7485,80.28,83,75,21.85
518,Weihe,CN,2021-06-06 03:10:31,32.9952,105.3247,74.88,54,100,5.93
519,Unguia,CO,2021-06-06 03:10:31,8.0434,-77.0945,76.3,97,100,1.99
520,Yakeshi,CN,2021-06-06 03:10:32,49.2833,120.7333,70.21,40,1,2.66
521,Erzincan,TR,2021-06-06 03:10:32,39.75,39.5,54.7,54,75,10.36
522,Yulara,AU,2021-06-06 03:10:32,-25.2406,130.9889,67.84,32,0,10.36
523,Hirara,JP,2021-06-06 03:10:33,24.8,125.2833,82.26,84,73,24.32
524,Lokosovo,RU,2021-06-06 03:10:33,61.1333,74.8167,59.63,48,94,3.0
525,Gravdal,NO,2021-06-06 03:10:33,68.1214,13.5031,50.88,79,14,8.34
526,Buraydah,SA,2021-06-06 03:10:34,26.326,43.975,86.34,14,2,10.16
527,Vilhena,BR,2021-06-06 03:10:34,-12.7406,-60.1458,68.38,68,100,2.04
528,Grindavik,IS,2021-06-06 03:10:34,63.8424,-22.4338,48.56,87,75,18.68
529,Monki,PL,2021-06-06 03:10:35,53.405,22.7979,51.87,93,36,6.24
530,Port-Cartier,CA,2021-06-06 03:10:35,50.0334,-66.8654,51.75,77,8,5.93
531,Broome,US,2021-06-06 03:10:35,42.2506,-75.833,70.61,72,68,2.73
532,Kokoda,PG,2021-06-06 03:10:35,-8.8785,147.7407,81.59,85,99,3.67
533,Namatanai,PG,2021-06-06 03:10:36,-3.6667,152.4333,84.02,76,88,7.85
534,La Cruz,MX,2021-06-06 03:10:36,23.9167,-106.9,79.47,83,1,3.0
535,Sao Sebastiao,BR,2021-06-06 03:06:15,-23.76,-45.4097,69.67,68,1,4.34
536,Swift Current,CA,2021-06-06 03:10:36,50.2834,-107.8014,66.45,30,45,18.34
537,Biltine,TD,2021-06-06 03:10:37,14.5333,20.9167,81.27,52,96,12.71
538,Atar,MR,2021-06-06 03:10:37,20.5169,-13.0499,87.35,16,100,13.02
539,Stolin,BY,2021-06-06 03:10:37,51.8912,26.846,52.9,92,73,5.57
540,Hit,IQ,2021-06-06 03:10:38,33.6416,42.8251,80.58,20,0,10.11
541,Bambanglipuro,ID,2021-06-06 03:10:38,-7.95,110.2833,68.61,70,18,4.92
542,Ancud,CL,2021-06-06 03:10:38,-41.8697,-73.8203,47.23,82,91,5.35
543,Villa Carlos Paz,AR,2021-06-06 03:10:39,-31.4241,-64.4978,48.4,73,68,1.99
544,Aguimes,ES,2021-06-06 03:10:39,27.9054,-15.4461,63.23,63,40,19.57
545,Parrita,CR,2021-06-06 03:07:43,9.5201,-84.3225,82.53,86,70,1.9
546,Husavik,IS,2021-06-06 03:10:39,66.0449,-17.3389,49.73,78,77,4.81
547,Khandyga,RU,2021-06-06 03:10:40,62.6667,135.6,82.35,28,78,10.25
548,Kayerkan,RU,2021-06-06 03:10:40,69.3497,87.7602,31.51,96,100,8.86
549,Keuruu,FI,2021-06-06 03:10:40,62.2667,24.7,60.8,73,82,3.49
550,Jamame,SO,2021-06-06 03:10:41,0.0722,42.7506,76.33,84,77,9.78
551,Bomet,KE,2021-06-06 03:10:41,-0.7813,35.3416,52.09,92,12,5.77
552,Batticaloa,LK,2021-06-06 03:10:41,7.7102,81.6924,82.13,73,98,4.16
