City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Byron Bay,AU,-28.65,153.6167,73.06,88,100,8.75,overcast clouds
348,Chipinge,ZW,-20.1883,32.6236,50.54,52,0,2.48,clear sky
349,Tsumeb,NA,-19.2333,17.7167,56.1,36,0,9.71,clear sky
350,Dunedin,NZ,-45.8742,170.5036,51.8,76,100,17.0,overcast clouds
351,Baykit,RU,61.67,96.37,67.66,70,100,3.58,overcast clouds
352,Cullera,ES,39.1667,-0.25,73.96,75,64,1.01,broken clouds
353,Lloydminster,CA,53.2835,-110.0016,85.46,24,100,4.45,overcast clouds
354,Kincardine,GB,56.0667,-3.7167,52.56,84,99,1.66,overcast clouds
355,Salinas,US,36.6777,-121.6555,77.22,65,1,7.27,clear sky
356,De Aar,ZA,-30.6497,24.0123,42.53,56,15,1.34,few clouds
357,Chake Chake,TZ,-5.2459,39.7666,71.83,86,18,8.52,few clouds
358,Padang,ID,-0.9492,100.3543,80.65,84,100,3.6,overcast clouds
359,Yeppoon,AU,-23.1333,150.7333,76.78,57,0,9.28,clear sky
360,Sarai Alamgir,PK,32.9012,73.7559,82.38,63,1,7.05,clear sky
361,Grindavik,IS,63.8424,-22.4338,52.56,93,75,4.61,broken clouds
362,Udaipur,IN,24.5712,73.6918,76.1,90,100,5.46,overcast clouds
363,Biharamulo,TZ,-2.6319,31.3089,60.53,59,2,3.11,clear sky
364,Norman Wells,CA,65.282,-126.8329,88.77,26,4,6.49,clear sky
365,Zambezi,ZM,-13.5432,23.1047,52.02,62,0,5.86,clear sky
366,Senador Canedo,BR,-16.7081,-49.0931,66.2,52,3,6.04,clear sky
367,Ukiah,US,39.1502,-123.2078,91.53,33,1,4.97,clear sky
368,Adrar,MR,20.5022,-10.0711,89.89,32,45,5.91,scattered clouds
369,Anadyr,RU,64.75,177.4833,52.3,76,40,6.71,scattered clouds
370,Sikonge,TZ,-5.6333,32.7667,60.6,64,9,4.97,clear sky
371,Bowen,AU,-20.0167,148.2333,74.14,59,0,9.93,clear sky
372,Christchurch,NZ,-43.5333,172.6333,56.32,80,75,8.01,broken clouds
373,Garden City,US,42.3256,-83.331,66.88,72,0,1.01,clear sky
374,Brunico,IT,46.7958,11.9364,52.38,94,32,1.83,scattered clouds
375,Villazon,BO,-22.0866,-65.5942,34.09,62,70,7.49,broken clouds
376,Clyde River,CA,70.4692,-68.5914,37.69,93,100,7.11,overcast clouds
377,Mbandaka,CD,0.0487,18.2603,69.48,86,88,2.13,overcast clouds
378,Kharakvasla,IN,18.4333,73.7667,72.01,90,100,13.29,overcast clouds
379,Port Blair,IN,11.6667,92.75,82.67,81,100,19.22,overcast clouds
380,Hortobagy,HU,47.5828,21.1511,64.6,82,92,11.12,overcast clouds
381,Kostomuksha,RU,64.571,30.5767,53.38,97,15,5.61,few clouds
382,Westport,US,41.1415,-73.3579,71.74,82,90,3.0,overcast clouds
383,Acari,PE,-15.4311,-74.6158,66.13,69,52,3.56,broken clouds
384,Saint Anthony,US,45.0205,-93.218,73.65,52,1,3.44,clear sky
385,Vaitape,PF,-16.5167,-151.75,78.1,69,23,15.37,few clouds
386,San Patricio,US,28.017,-97.5169,85.89,70,2,14.32,clear sky
387,Tacuarembo,UY,-31.7333,-55.9833,43.92,89,0,4.23,clear sky
388,Kamenka,RU,51.3223,42.7678,69.51,68,4,4.56,clear sky
389,Avenal,US,36.0041,-120.129,100.22,9,0,14.72,clear sky
390,Rreshen,AL,41.7675,19.8756,76.28,37,3,4.88,clear sky
391,Gizo,SB,-8.103,156.8419,81.05,79,36,11.83,light rain
392,Saint-Andre-Avellin,CA,45.7168,-75.066,60.73,96,100,2.42,overcast clouds
393,Dawson Creek,CA,55.7666,-120.2362,81.57,47,100,6.02,overcast clouds
394,Corn Island,NI,12.1694,-83.0418,82.11,81,99,20.85,overcast clouds
395,Provideniya,RU,64.3833,-173.3,44.71,76,90,20.13,moderate rain
396,Asyut,EG,27.181,31.1837,85.91,20,11,4.03,few clouds
397,Aksarka,RU,66.5606,67.7975,58.3,90,98,6.38,overcast clouds
398,Southbridge,US,42.0751,-72.0334,67.3,87,45,4.9,scattered clouds
399,Gunjur,GM,13.2019,-16.7339,75.27,100,40,9.22,scattered clouds
400,Dapdap,PH,12.062,125.4881,89.47,59,100,8.55,overcast clouds
401,Nyurba,RU,63.2842,118.3319,79.66,42,100,9.89,overcast clouds
402,Nhulunbuy,AU,-12.2333,136.7667,84.81,61,90,13.8,overcast clouds
403,Mabaruma,GY,8.2,-59.7833,72.72,99,99,2.77,overcast clouds
404,Nambour,AU,-26.6333,152.95,78.33,73,7,1.99,clear sky
405,Biak,ID,-0.9131,122.8766,81.75,70,16,5.57,few clouds
406,Jalingo,NG,8.8833,11.3667,72.12,96,100,3.89,overcast clouds
407,Nyimba,ZM,-14.5566,30.8149,62.26,59,50,2.93,scattered clouds
408,Te Anau,NZ,-45.4167,167.7167,48.25,85,100,2.04,moderate rain
409,Smithers,CA,54.7804,-127.1743,89.56,32,3,2.73,clear sky
410,Poum,NC,-20.2333,164.0167,69.44,57,2,12.8,clear sky
411,Maxixe,MZ,-23.8597,35.3472,59.59,88,0,4.52,clear sky
412,Northam,GB,51.0333,-4.2167,57.61,90,40,5.75,scattered clouds
413,Medea,DZ,36.2642,2.7539,64.85,65,100,1.61,overcast clouds
414,Axim,GH,4.8699,-2.2405,75.18,89,8,4.79,clear sky
415,Suluq,LY,31.6682,20.2521,80.56,38,0,9.86,clear sky
416,Coihaique,CL,-45.5752,-72.0662,49.95,76,98,12.66,light rain
417,Mizdah,LY,31.4451,12.9801,80.65,20,0,5.82,clear sky
418,Thompson,CA,55.7435,-97.8558,74.57,40,77,3.87,broken clouds
419,Vohibinany,MG,-17.35,49.0333,62.92,97,98,2.06,overcast clouds
420,Saint-Pierre,RE,-21.3393,55.4781,65.88,60,37,9.22,scattered clouds
421,Boende,CD,-0.2167,20.8667,71.2,78,100,2.73,overcast clouds
422,Ostrovnoy,RU,68.0531,39.5131,50.0,81,34,7.83,scattered clouds
423,Kaoma,ZM,-14.7833,24.8,50.52,77,0,5.55,clear sky
424,Bodaybo,RU,57.8506,114.1933,56.61,92,100,1.63,overcast clouds
425,Robertsport,LR,6.7533,-11.3686,77.56,78,100,12.68,overcast clouds
426,Scarborough,GB,54.2797,-0.4044,52.92,87,46,3.0,scattered clouds
427,Kamiiso,JP,41.8167,140.65,78.94,80,89,4.38,overcast clouds
428,Emba,KZ,48.8264,58.1442,80.74,39,6,6.26,clear sky
429,Cururupu,BR,-1.8283,-44.8683,72.36,80,41,1.25,scattered clouds
430,Kunigal,IN,13.0222,77.0267,71.11,74,100,13.49,overcast clouds
431,Pitimbu,BR,-7.4706,-34.8086,73.99,84,28,16.82,scattered clouds
432,Buala,SB,-8.145,159.5921,79.7,84,100,7.34,light rain
433,Bandundu,CD,-3.3167,17.3667,74.93,52,99,3.18,overcast clouds
434,Awbari,LY,26.5921,12.7805,83.48,13,0,4.12,clear sky
435,Deputatskiy,RU,69.3,139.9,52.54,49,10,9.78,clear sky
436,Rudnya,RU,54.947,31.0934,62.37,95,100,5.39,overcast clouds
437,Nosy Varika,MG,-20.5833,48.5333,62.22,90,9,3.98,clear sky
438,Camopi,GF,3.1655,-52.3158,70.63,99,45,1.57,scattered clouds
439,Kiunga,PG,-6.1219,141.2906,81.16,73,98,3.24,overcast clouds
440,Gondanglegi,ID,-7.7479,112.0132,83.59,64,8,13.44,clear sky
441,Havelock,US,34.8791,-76.9013,77.94,96,21,1.01,few clouds
442,Manuk Mangkaw,PH,4.8,119.85,84.69,71,100,14.97,light rain
443,Bonfim,BR,3.0833,-59.95,73.8,95,100,4.38,overcast clouds
444,Sydney,AU,-33.8679,151.2073,65.62,57,29,1.01,scattered clouds
445,Esso,RU,55.9333,158.7,50.34,86,99,3.47,light rain
446,Shingu,JP,33.7333,135.9833,86.92,68,100,6.15,overcast clouds
447,Flin Flon,CA,54.7682,-101.865,78.21,36,2,5.1,clear sky
448,Waterboro,US,43.5356,-70.7151,66.42,82,75,0.0,broken clouds
449,Haines Junction,CA,60.7522,-137.5108,81.28,27,31,4.5,scattered clouds
450,Kawalu,ID,-7.3817,108.2082,75.04,87,92,2.91,overcast clouds
451,Iquitos,PE,-3.7481,-73.2472,75.24,88,75,0.0,broken clouds
452,Palmer,US,42.1584,-72.3287,67.14,80,90,4.61,moderate rain
453,Aripuana,BR,-9.1667,-60.6333,73.02,46,86,2.82,overcast clouds
454,San Carlos,VE,9.6612,-68.5827,72.19,98,100,1.74,overcast clouds
455,San Cristobal,VE,7.7669,-72.225,75.38,98,100,5.79,overcast clouds
456,Plavinas,LV,56.6178,25.7255,58.62,99,100,3.18,light rain
457,Borzya,RU,50.3833,116.5167,72.64,53,38,11.34,scattered clouds
458,Luderitz,NA,-26.6481,15.1594,62.55,38,0,6.15,clear sky
459,Ancud,CL,-41.8697,-73.8203,45.93,87,100,4.16,overcast clouds
460,Charters Towers,AU,-20.1,146.2667,81.1,34,0,10.65,clear sky
461,Guerrero Negro,MX,27.9769,-114.0611,75.92,71,0,16.75,clear sky
462,Shimoda,JP,34.6667,138.95,84.52,71,72,9.42,broken clouds
463,Homer,US,59.6425,-151.5483,75.07,80,1,10.36,clear sky
464,North Platte,US,41.1239,-100.7654,76.01,55,1,4.0,clear sky
465,Bushehr,IR,28.9684,50.8385,93.09,52,5,2.75,clear sky
466,Kazerun,IR,29.6195,51.6541,84.58,25,7,2.44,clear sky
467,Tura,IN,25.5198,90.2201,76.89,96,99,4.74,overcast clouds
468,Betsiamites,CA,48.9413,-68.646,57.29,90,91,4.27,overcast clouds
469,Turukhansk,RU,65.8167,87.9833,67.01,58,100,7.25,overcast clouds
470,Limay,PH,14.5333,120.55,86.32,86,100,20.67,overcast clouds
471,Raga,SS,8.4596,25.678,67.82,95,100,4.25,overcast clouds
472,Port Hawkesbury,CA,45.6169,-61.3485,63.59,90,1,6.8,clear sky
473,Kotka,FI,60.4664,26.9458,58.26,79,100,15.82,overcast clouds
474,Nuuk,GL,64.1835,-51.7216,56.01,76,90,3.44,drizzle
475,Nikki,BJ,9.9401,3.2108,71.22,95,100,5.77,overcast clouds
476,Pajan,EC,-1.5667,-80.4167,72.25,83,45,5.06,scattered clouds
477,Coos Bay,US,43.3665,-124.2179,65.98,91,90,13.8,overcast clouds
478,Cervo,ES,43.6702,-7.4101,59.97,84,26,2.39,scattered clouds
479,Srednekolymsk,RU,67.45,153.6833,44.06,55,100,9.28,overcast clouds
480,Jutai,BR,-5.1833,-68.9,70.03,65,38,1.74,scattered clouds
481,Bucerias,MX,20.75,-105.3333,81.84,81,4,1.92,clear sky
482,Uromi,NG,6.7,6.3333,67.59,98,65,3.8,broken clouds
483,Armeria,MX,18.9333,-103.9667,85.77,85,3,4.27,clear sky
484,Kimberley,ZA,-28.7323,24.7623,42.98,57,0,2.57,clear sky
485,Indianola,US,41.3581,-93.5574,73.26,67,45,10.11,scattered clouds
486,Bubaque,GW,11.2833,-15.8333,79.52,82,84,19.28,light rain
487,Lakatoro,VU,-16.0999,167.4164,74.37,61,56,10.58,broken clouds
488,Onomichi,JP,34.4167,133.2,93.18,61,92,6.58,overcast clouds
489,Mapimi,MX,25.8167,-103.85,86.77,40,75,0.27,broken clouds
490,Quesnel,CA,52.9999,-122.5029,76.87,54,100,5.46,overcast clouds
491,Sept-Iles,CA,50.2001,-66.3821,59.05,87,86,1.99,overcast clouds
492,Acapulco,MX,16.8634,-99.8901,85.82,74,40,6.91,scattered clouds
493,Vangaindrano,MG,-23.35,47.6,63.72,90,60,5.06,broken clouds
494,Columbia,US,34.0007,-81.0348,83.19,79,75,0.0,broken clouds
495,Lima,PE,-12.0432,-77.0282,61.14,84,90,6.91,overcast clouds
496,Tezu,IN,27.9167,96.1667,86.32,64,2,2.08,clear sky
497,Rosario Do Sul,BR,-30.2583,-54.9142,47.88,87,0,6.76,clear sky
498,Tuatapere,NZ,-46.1333,167.6833,46.81,93,100,6.98,light rain
499,Ambilobe,MG,-13.2,49.05,67.1,79,29,2.21,scattered clouds
500,Milledgeville,US,33.0801,-83.2321,80.96,85,28,4.18,scattered clouds
501,Dudinka,RU,69.4058,86.1778,61.74,75,90,5.55,overcast clouds
502,Mocuba,MZ,-16.8392,36.9856,57.49,91,0,2.93,clear sky
503,Bol,TD,13.4586,14.7147,78.67,84,100,16.44,overcast clouds
504,College,US,64.8569,-147.8028,78.75,56,75,4.61,broken clouds
505,Narsaq,GL,60.9167,-46.05,55.62,79,100,1.57,light rain
506,Kijang,KR,35.2442,129.2139,85.91,69,100,9.93,overcast clouds
507,Treinta Y Tres,UY,-33.2333,-54.3833,44.58,96,0,4.83,clear sky
508,Cairns,AU,-16.9167,145.7667,87.06,54,40,16.11,scattered clouds
509,Bouca,CF,6.5105,18.2733,68.02,96,100,3.51,overcast clouds
510,Colimes,EC,-1.55,-80.0167,76.86,68,70,6.22,broken clouds
511,Bilma,NE,18.6853,12.9164,90.86,12,12,5.32,few clouds
512,Kalmunai,LK,7.4167,81.8167,81.41,73,100,7.4,overcast clouds
513,Sao Bernardo,BR,-3.3614,-42.4178,72.93,87,92,3.2,overcast clouds
514,Phangnga,TH,8.4509,98.5298,84.24,88,99,8.66,overcast clouds
515,Bambanglipuro,ID,-7.95,110.2833,81.27,70,52,12.88,broken clouds
516,Havre-Saint-Pierre,CA,50.2334,-63.5986,55.26,78,59,8.72,broken clouds
517,Kailua,US,21.4022,-157.7394,87.78,62,1,14.97,clear sky
518,Ladario,BR,-19.0047,-57.6017,63.84,48,24,4.43,few clouds
519,Areka,ET,7.0667,37.7,58.57,86,98,3.27,overcast clouds
520,Uberaba,BR,-19.7483,-47.9319,63.28,55,6,4.23,clear sky
521,San Pedro,PH,14.35,121.0167,89.31,70,100,19.86,overcast clouds
522,Darhan,MN,49.4867,105.9228,63.01,91,100,4.18,light rain
523,Dali,CN,25.7,100.1833,72.61,63,0,1.57,clear sky
524,Santa Maria,BR,-29.6842,-53.8069,49.23,88,0,2.15,clear sky
525,Arman,RU,59.7,150.1667,59.45,41,7,29.39,clear sky
526,Orlik,RU,52.5178,99.825,49.51,94,100,4.61,moderate rain
527,Anloga,GH,5.7947,0.8973,75.94,88,13,9.1,few clouds
528,Khandbari,NP,27.3747,87.2039,76.19,86,97,3.65,overcast clouds
529,Yei,SS,4.095,30.6779,65.55,97,100,4.41,overcast clouds
530,Guapimirim,BR,-22.5372,-42.9819,64.08,85,6,3.31,clear sky
531,Mountain Home,US,43.133,-115.6912,77.74,48,20,3.44,few clouds
532,Blagoyevo,RU,63.3667,47.9167,57.0,95,98,5.7,light rain
533,Sangar,RU,63.9242,127.4739,77.41,31,90,6.46,overcast clouds
534,Trinidad,BO,-14.8333,-64.9,69.85,28,9,8.03,clear sky
535,Pangai,TO,-19.8,-174.35,74.46,68,6,22.39,clear sky
536,Luanda,AO,-8.8368,13.2343,73.4,83,75,5.75,broken clouds
537,Samarai,PG,-10.6167,150.6667,78.67,64,92,8.28,overcast clouds
538,Sungaipenuh,ID,-2.0833,101.3833,72.14,74,100,2.13,overcast clouds
539,Woodward,US,36.4337,-99.3904,74.93,77,1,0.0,clear sky
540,Fallon,US,39.4735,-118.7774,91.27,21,1,6.91,clear sky
541,Zhigansk,RU,66.7697,123.3711,75.51,44,3,14.85,clear sky
542,Lazi,UA,48.0667,24.2333,64.56,88,8,3.6,clear sky
543,Vega De Alatorre,MX,20.0333,-96.6333,80.83,81,16,6.38,few clouds
544,Cooma,AU,-36.2333,149.1333,51.53,35,0,8.16,clear sky
545,Sovetskiy,RU,61.3614,63.5842,57.72,90,12,7.7,few clouds
546,Manoel Urbano,BR,-8.8389,-69.2597,67.44,56,0,2.42,clear sky
547,Springfield,US,37.2153,-93.2982,75.06,79,90,1.01,overcast clouds
548,Ketchikan,US,55.3422,-131.6461,68.47,68,1,6.91,clear sky
549,Skibbereen,IE,51.55,-9.2667,53.4,86,100,5.01,overcast clouds
550,Beian,NO,63.6559,9.5683,51.01,87,40,3.44,scattered clouds
551,Kichera,RU,55.9375,110.0997,64.17,65,100,5.59,overcast clouds
552,Pemba,MZ,-12.974,40.5178,66.9,82,20,8.05,few clouds
553,Qasigiannguit,GL,68.8193,-51.1922,57.45,57,0,9.64,clear sky
554,Sitka,US,57.0531,-135.33,62.49,72,75,3.44,broken clouds
555,Manta,EC,-0.95,-80.7333,73.18,83,75,12.66,broken clouds
556,Gazanjyk,TM,39.2446,55.5154,81.12,15,1,2.95,clear sky
557,Half Moon Bay,US,37.4636,-122.4286,76.62,68,20,9.22,few clouds
558,Lowicz,PL,52.1071,19.9453,59.65,93,100,9.6,light rain
559,Enid,US,36.3956,-97.8784,78.15,71,1,4.61,haze
560,Semporna,MY,4.4818,118.6112,84.9,68,99,5.03,light rain
561,Ilhabela,BR,-23.7781,-45.3581,64.44,81,62,9.6,broken clouds
562,Chulumani,BO,-16.4096,-67.5263,55.53,95,84,0.22,broken clouds
563,Joshimath,IN,30.5667,79.5667,72.86,84,97,4.12,overcast clouds
564,Grao Mogol,BR,-16.5594,-42.8897,50.68,76,4,3.78,clear sky
565,Lasa,IT,46.6166,10.7002,51.03,90,76,5.32,broken clouds
566,Ewa Beach,US,21.3156,-158.0072,87.75,48,40,11.5,scattered clouds
567,Necochea,AR,-38.5473,-58.7368,38.03,67,0,8.72,clear sky
568,Watsa,CD,3.0372,29.5355,62.49,98,92,1.81,overcast clouds
569,Emerald,AU,-23.5333,148.1667,79.34,50,0,5.55,clear sky
570,Schwarzenbach,DE,49.7333,12.0,57.29,96,90,3.44,overcast clouds
571,Polunochnoye,RU,60.8697,60.4153,58.44,81,0,4.72,clear sky
572,Qaqortoq,GL,60.7167,-46.0333,55.9,89,100,12.12,light rain
573,Puerto Carreno,CO,6.189,-67.4859,74.5,87,57,5.68,broken clouds
574,Goderich,CA,43.7501,-81.7165,66.9,79,42,13.6,scattered clouds
575,Kapoeta,SS,4.7717,33.5903,76.66,56,98,1.92,overcast clouds
576,Bilibino,RU,68.0546,166.4372,47.75,50,97,9.95,overcast clouds
577,Naryan-Mar,RU,67.6713,53.087,50.68,83,85,6.87,overcast clouds
578,Pilas,ES,37.3034,-6.301,70.54,60,99,3.47,overcast clouds
579,Westerland,DE,54.9079,8.3033,59.02,77,75,19.57,broken clouds
580,Duobao,CN,30.67,112.6895,87.84,74,98,10.04,overcast clouds
581,Guanica,PR,17.9716,-66.908,81.99,85,74,6.22,broken clouds
582,Antonina,BR,-25.4286,-48.7119,62.73,93,89,1.28,overcast clouds
583,Bollnas,SE,61.3482,16.3946,52.12,98,100,5.73,moderate rain
584,Waingapu,ID,-9.6567,120.2641,84.22,61,91,14.23,overcast clouds
585,Yining,CN,29.0361,114.5636,92.57,57,0,2.86,light rain
586,Gonc,HU,48.4667,21.2833,64.98,91,76,6.53,broken clouds
587,Vieux-Habitants,GP,16.0589,-61.7659,76.57,78,0,9.06,clear sky
588,Sudzha,RU,51.1976,35.2726,70.32,57,3,6.89,clear sky
589,Quatre Cocos,MU,-20.2078,57.7625,67.08,70,9,12.53,clear sky
590,Spassk,RU,52.747,87.7545,67.64,60,68,3.33,broken clouds
591,Kahului,US,20.8947,-156.47,83.46,65,20,29.93,few clouds
592,Taoudenni,ML,22.6783,-3.9836,96.06,25,66,13.22,broken clouds
593,Kloulklubed,PW,7.0419,134.2556,82.9,73,100,14.12,overcast clouds
594,Nouadhibou,MR,20.931,-17.0347,69.66,86,1,17.98,clear sky
595,Zaranj,AF,30.9667,61.8833,84.63,14,0,28.41,clear sky
596,Ixtapa,MX,20.7,-105.2,85.23,74,75,11.5,broken clouds
597,Sabzevar,IR,36.2126,57.6819,75.63,16,0,13.62,clear sky
598,Rocha,UY,-34.4833,-54.3333,44.29,96,0,3.58,clear sky
599,Veshenskaya,RU,49.6303,41.7334,73.24,58,6,1.03,clear sky
600,Namtsy,RU,62.7161,129.6658,80.71,20,100,12.46,overcast clouds
601,Burghausen,DE,48.1667,12.8333,57.31,11,100,6.11,overcast clouds
602,Olinda,BR,-8.0089,-34.8553,73.13,88,40,8.05,scattered clouds
603,Medyn,RU,54.9692,35.8586,66.13,98,100,4.65,overcast clouds
604,Barreirinhas,BR,-2.7469,-42.8264,73.13,91,26,2.8,scattered clouds
605,Florianopolis,BR,-27.6146,-48.5012,62.62,87,75,3.44,broken clouds
606,Ashland,US,40.8167,-82.2665,64.96,85,0,7.23,clear sky
607,Sioux Lookout,CA,50.1001,-91.917,61.36,65,74,3.53,broken clouds
608,Namibe,AO,-15.1961,12.1522,66.78,87,8,2.19,clear sky
609,Banda Aceh,ID,5.5577,95.3222,81.45,73,100,16.84,overcast clouds
610,Tariba,VE,7.8188,-72.2243,75.76,95,100,6.17,overcast clouds
611,Batangafo,CF,7.3008,18.2833,70.05,97,99,3.18,light rain
612,Churhat,IN,24.428,81.6703,75.56,87,100,12.33,overcast clouds
613,Stromness,GB,58.965,-3.296,50.25,78,100,11.36,overcast clouds
614,Teguldet,RU,57.3064,88.1667,61.81,83,2,2.82,clear sky
615,Blagoveshchenka,RU,52.8333,79.8667,71.65,51,51,5.46,broken clouds
616,Lakes Entrance,AU,-37.8811,147.981,60.19,45,0,5.88,clear sky
617,Silver City,US,32.7701,-108.2803,76.96,59,1,3.0,clear sky
618,Neryungri,RU,56.6709,124.6491,53.62,97,100,4.61,overcast clouds
619,Sisimiut,GL,66.9395,-53.6735,50.34,68,0,7.67,clear sky
620,Madang,PG,-5.2246,145.7966,84.6,70,21,4.5,few clouds
621,Sao Felix Do Xingu,BR,-6.6447,-51.995,76.89,48,63,1.99,broken clouds
622,Pervomayskiy,RU,53.2485,40.2871,67.14,57,5,6.82,clear sky
623,Taunggyi,MM,20.7833,97.0333,66.79,89,100,5.1,overcast clouds
624,Yumen,CN,40.2833,97.2,70.18,38,32,3.62,scattered clouds
625,Hobyo,SO,5.3505,48.5268,76.46,77,6,21.07,clear sky
626,Tateyama,JP,34.9833,139.8667,87.82,76,79,8.12,moderate rain
627,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,72.82,81,11,12.97,few clouds
628,Khani,GE,41.9563,42.9566,58.57,91,12,3.76,few clouds
629,Ornskoldsvik,SE,63.2909,18.7153,52.75,71,90,8.05,overcast clouds
630,Kariba,ZW,-16.5167,28.8,58.77,67,3,4.0,clear sky
631,Saryg-Sep,RU,51.5,95.6,59.02,78,98,2.68,overcast clouds
632,Nicoya,CR,10.1483,-85.452,78.35,86,100,4.5,overcast clouds
633,Kindu,CD,-2.95,25.95,74.8,46,100,2.64,overcast clouds
634,Whitefish,US,48.4111,-114.3376,70.9,86,90,10.36,smoke
635,Mikhaylovka,RU,50.06,43.2379,73.17,49,19,2.55,few clouds
636,Meulaboh,ID,4.1363,96.1285,78.42,80,90,2.08,overcast clouds
637,Zyryanka,RU,65.75,150.85,50.74,46,37,13.87,scattered clouds
638,Sheridan,US,44.8333,-106.9173,86.18,28,1,4.0,clear sky
639,Mananjary,MG,-21.2167,48.3333,61.74,93,17,4.16,few clouds
640,Batagay-Alyta,RU,67.8006,130.4114,70.03,41,0,4.54,clear sky
641,Kologriv,RU,58.8275,44.3178,58.87,99,100,5.23,overcast clouds
642,Nalut,LY,30.3333,10.85,85.75,15,4,8.28,clear sky
643,Gisborne,NZ,-38.6533,178.0042,55.94,59,2,8.39,clear sky
644,Port Pirie,AU,-33.1833,138.0167,57.79,63,57,23.76,broken clouds
645,Kununurra,AU,-15.7667,128.7333,89.58,43,9,4.61,clear sky
646,Muisne,EC,0.6,-80.0333,75.99,83,100,8.59,overcast clouds
647,Henties Bay,NA,-22.116,14.2845,68.4,34,0,7.94,clear sky
648,Mareeba,AU,-17.0,145.4333,80.44,45,1,6.93,clear sky
649,Mezen,RU,65.8522,44.24,51.64,71,100,5.75,overcast clouds
650,Port Hardy,CA,50.6996,-127.4199,63.43,76,4,14.29,clear sky
651,Fuyang,CN,32.9,115.8167,85.96,80,1,7.4,light rain
652,Pokosnoye,RU,55.5258,101.0536,56.26,96,100,8.23,light rain
653,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,52.7,53,0,5.08,clear sky
654,Terrace Bay,CA,48.7834,-87.1,57.2,81,100,5.73,overcast clouds
655,Alihe,CN,50.5667,123.7167,70.9,51,57,3.44,broken clouds
656,Uige,AO,-7.6087,15.0613,59.95,90,49,1.61,scattered clouds
657,Mayo,US,38.8876,-76.5119,74.08,94,1,1.01,clear sky
658,Morgan City,US,29.6994,-91.2068,84.0,100,1,0.0,clear sky
659,Zhuhai,CN,22.2769,113.5678,88.72,84,40,4.61,scattered clouds
660,Perth,AU,-31.9333,115.8333,55.67,81,90,3.44,light intensity drizzle
661,Petropavl,KZ,54.8753,69.1628,67.77,82,10,9.04,clear sky
662,Ternate,ID,0.8,127.4,83.66,74,76,6.85,broken clouds
663,Garissa,KE,-0.4536,39.6401,70.77,81,65,14.23,broken clouds
664,Marawi,PH,7.9986,124.2928,81.91,59,64,5.86,broken clouds
665,Ocos,GT,14.5094,-92.1933,84.99,77,100,7.47,overcast clouds
666,Ilam,NP,26.9167,87.9167,71.71,93,100,3.13,overcast clouds
667,Muros,ES,42.7762,-9.0603,63.23,91,93,7.81,overcast clouds
668,Peniche,PT,39.3558,-9.3811,70.72,95,58,5.14,broken clouds
669,Springbok,ZA,-29.6643,17.8865,51.4,27,38,5.06,scattered clouds
670,Paamiut,GL,61.994,-49.6678,45.97,91,100,6.06,light rain
671,Davila,PH,18.4726,120.5763,82.2,88,100,26.62,moderate rain
672,Aguimes,ES,27.9054,-15.4461,68.67,68,40,23.02,scattered clouds
673,Teya,RU,60.3778,92.6267,63.45,70,86,3.62,overcast clouds
674,Manzhouli,CN,49.6,117.4333,70.48,55,1,11.16,clear sky
675,Crixas,BR,-14.5489,-49.9692,74.34,35,7,3.85,clear sky
676,Chardara,KZ,41.2547,67.9692,76.28,34,0,3.71,clear sky
677,Imeni Poliny Osipenko,RU,52.4201,136.4853,65.25,70,100,2.17,overcast clouds
678,Vao,NC,-22.6667,167.4833,67.46,58,3,13.13,clear sky
679,Praya,CV,14.9215,-23.5087,75.74,78,20,4.61,few clouds
680,Chapais,CA,49.7834,-74.8492,52.65,76,100,5.26,overcast clouds
681,Lebanon,US,36.2081,-86.2911,75.96,83,40,0.0,scattered clouds
682,Suhbaatar,MN,50.2314,106.2078,61.5,88,100,4.27,overcast clouds
683,Helong,CN,42.5397,128.9972,74.05,94,100,5.3,overcast clouds
684,Feroke,IN,11.1774,75.8337,74.34,88,75,2.3,mist
685,Madera,US,37.1666,-119.8343,104.45,17,0,1.99,clear sky
686,Zhicheng,CN,30.2956,111.5047,88.88,66,56,3.96,light rain
687,London,GB,51.5085,-0.1257,57.0,92,10,0.0,clear sky
688,Shenjiamen,CN,29.9576,122.298,80.82,89,100,11.86,overcast clouds
689,Lubin,PL,51.4009,16.2015,60.98,92,100,10.58,overcast clouds
690,Cheyenne,US,41.14,-104.8203,70.9,49,100,1.99,overcast clouds
691,Adre,TD,13.4667,22.2,69.4,84,100,15.77,overcast clouds
692,Verkh-Usugli,RU,52.7,115.1667,67.1,52,0,5.55,clear sky
693,Sumbe,AO,-11.2061,13.8437,69.94,92,29,3.51,scattered clouds
694,Progreso,MX,21.2833,-89.6667,80.71,80,99,12.44,overcast clouds
695,Charneca De Caparica,PT,38.6206,-9.1915,69.98,88,75,4.61,mist
696,Allende,MX,25.2833,-100.0167,89.58,47,6,6.29,clear sky
697,Kosh-Agach,RU,50.0,88.6667,56.7,43,11,1.5,few clouds
698,Klyavlino,RU,54.2649,52.0267,66.11,57,48,2.73,scattered clouds
699,Saint-Joseph,RE,-21.3667,55.6167,64.78,71,35,7.81,scattered clouds
